user_id,num_product_views,avg_view_time,click_through_rate,avg_cart_value,purchase_frequency,num_categories_browsed,used_discount,membership_status,device_type,referral_channel,days_since_last_login
USER08822,12,48.11,0.6,30.89,0.01,5,1,Gold,Mobile,Social,19
USER08823,14,46.76,0.2,74.68,0.29,3,0,Free,Desktop,Ads,11
USER08824,18,42.56,0.19,75.55,2.16,6,0,Gold,Desktop,Ads,87
USER08825,16,20.58,0.6,56.06,2.7,3,1,Free,Desktop,Direct,16
USER08826,19,23.63,0.15,125.03,0.38,5,0,Free,Desktop,Direct,8
USER08827,25,17.44,0.38,60.66,0.12,3,1,Free,Mobile,Ads,86
USER08828,13,56.08,0.44,92.03,0.83,6,0,Free,Desktop,Email,75
USER08829,16,42.69,0.37,71.91,3.97,3,1,Free,Desktop,Social,67
USER08830,20,43.96,0.22,37.92,1.12,7,1,Free,Mobile,Social,13
USER08831,19,10.89,0.14,35.66,1.98,0,0,Platinum,Tablet,Social,49
USER08832,12,44.33,0.06,58.25,1.85,2,1,Platinum,Mobile,Ads,67
USER08833,17,57.67,0.41,83.6,2.89,4,0,Platinum,Desktop,Email,58
USER08834,17,8.16,0.56,21.46,6.22,4,1,Free,Desktop,Direct,69
USER08835,19,34.29,0.36,36.01,5.89,4,0,Free,Mobile,Email,80
USER08836,17,13.59,0.05,56.73,1.16,6,0,Free,Mobile,Ads,71
USER08837,23,36.59,0.4,70.81,0.61,7,0,Free,Mobile,Social,17
USER08838,17,26.98,0.44,76.73,2.33,2,1,Free,Desktop,Email,35
USER08839,20,52.62,0.43,66.71,1.82,5,1,Free,Mobile,Direct,71
USER08840,14,48.38,0.11,58.31,2.3,7,0,Free,Mobile,Email,82
USER08841,24,70.83,0.37,39.28,0.53,5,1,Free,Mobile,Direct,28
USER08842,14,43.92,0.51,84.22,1.31,3,0,Gold,Desktop,Social,28
USER08843,12,51.77,0.56,80.96,0.31,4,0,Silver,Tablet,Ads,53
USER08844,13,33.85,0.2,115.38,0.37,3,0,Gold,Mobile,Direct,17
USER08845,17,22.94,0.06,77.83,0.69,3,0,Free,Mobile,Email,70
USER08846,11,61.7,0.18,70.42,1.86,6,0,Free,Desktop,Direct,32
USER08847,14,69.87,0.57,42.09,0.54,5,0,Free,Desktop,Social,88
USER08848,15,59.11,0.3,72.43,0.6,5,0,Silver,Desktop,Social,63
USER08849,13,47.62,0.17,54.76,2.41,1,0,Platinum,Desktop,Ads,7
USER08850,14,25.52,0.27,64.74,3.67,4,1,Platinum,Mobile,Social,79
USER08851,12,67.83,0.07,80.74,2.75,4,0,Gold,Desktop,Social,30
USER08852,18,56.59,0.35,86.58,0.31,5,0,Free,Tablet,Email,57
USER08853,17,85.5,0.11,64.4,0.92,4,1,Gold,Tablet,Ads,56
USER08854,17,21.91,0.52,90.13,1.82,4,0,Gold,Desktop,Ads,41
USER08855,11,62.25,0.09,43.46,1.87,5,0,Silver,Mobile,Social,0
USER08856,23,55.98,0.19,144.39,0.76,8,0,Free,Mobile,Ads,78
USER08857,16,38.16,0.34,42.72,0.82,5,1,Free,Mobile,Ads,54
USER08858,13,72.28,0.42,49.92,1.29,7,0,Silver,Mobile,Direct,27
USER08859,21,53.05,0.13,-16.49,1.7,2,0,Silver,Mobile,Direct,55
USER08860,20,26.26,0.48,24.23,0.11,4,1,Free,Desktop,Ads,84
USER08861,14,42.63,0.2,65.66,1.55,1,0,Free,Desktop,Ads,78
USER08862,23,26.02,0.06,68.47,1.08,2,1,Silver,Mobile,Direct,15
USER08863,17,35.63,0.27,72.49,0.06,3,0,Free,Desktop,Email,33
USER08864,13,59.08,0.18,87.83,0.09,1,1,Gold,Desktop,Social,85
USER08865,18,64.79,0.4,93.96,0.33,3,1,Free,Desktop,Social,12
USER08866,14,49.42,0.25,82.09,0.66,4,0,Free,Desktop,Social,68
USER08867,19,30.0,0.26,60.0,2.15,8,0,Free,Desktop,Ads,44
USER08868,20,52.63,0.08,42.74,0.57,4,1,Gold,Desktop,Email,45
USER08869,16,59.47,0.72,70.86,2.16,9,1,Free,Mobile,Ads,1
USER08870,5,5.56,0.16,49.33,1.03,7,0,Silver,Mobile,Ads,42
USER08871,8,47.33,0.33,114.98,0.35,6,1,Free,Mobile,Direct,27
USER08872,15,41.2,0.21,77.55,2.25,4,0,Silver,Mobile,Direct,1
USER08873,12,64.07,0.32,60.56,1.92,5,1,Free,Mobile,Social,16
USER08874,13,52.71,0.43,37.61,0.06,1,0,Silver,Mobile,Email,28
USER08875,15,54.69,0.15,88.67,1.99,3,1,Free,Mobile,Social,4
USER08876,16,35.36,0.19,82.14,1.66,2,0,Free,Tablet,Direct,37
USER08877,9,45.03,0.36,83.89,0.71,4,0,Silver,Tablet,Direct,3
USER08878,16,63.87,0.38,61.41,1.49,4,0,Free,Mobile,Ads,29
USER08879,13,43.7,0.43,23.1,0.25,1,1,Free,Desktop,Email,48
USER08880,15,48.49,0.05,91.71,1.33,5,0,Free,Tablet,Social,72
USER08881,15,14.28,0.32,89.2,0.28,3,1,Gold,Desktop,Direct,21
USER08882,18,43.63,0.75,55.28,0.18,5,0,Free,Desktop,Ads,82
USER08883,12,4.76,0.34,100.18,0.34,1,0,Gold,Mobile,Direct,18
USER08884,16,34.68,0.31,94.38,0.19,4,0,Free,Desktop,Email,11
USER08885,15,46.27,0.14,113.78,0.2,5,0,Free,Mobile,Social,35
USER08886,18,60.34,0.24,91.3,3.22,5,1,Free,Mobile,Ads,86
USER08887,15,25.02,0.19,75.92,3.44,5,0,Free,Desktop,Social,11
USER08888,20,52.47,0.25,105.15,1.99,5,0,Silver,Mobile,Social,27
USER08889,17,74.37,0.24,83.02,2.29,6,1,Silver,Desktop,Direct,7
USER08890,12,32.19,0.48,95.74,0.67,5,0,Silver,Mobile,Direct,58
USER08891,8,14.06,0.01,30.72,1.18,4,0,Silver,Desktop,Email,69
USER08892,17,50.8,0.43,92.25,2.53,3,0,Gold,Tablet,Ads,87
USER08893,17,21.16,0.28,72.66,1.01,6,1,Platinum,Desktop,Social,61
USER08894,13,28.62,0.24,96.58,2.0,4,0,Silver,Mobile,Email,33
USER08895,18,63.47,0.36,79.21,0.83,4,0,Free,Desktop,Email,24
USER08896,13,82.54,0.09,79.99,0.64,0,0,Free,Tablet,Ads,65
USER08897,14,24.99,0.26,71.31,2.81,2,1,Silver,Mobile,Email,78
USER08898,11,30.25,0.05,30.85,0.61,2,0,Free,Mobile,Ads,17
USER08899,18,36.2,0.35,80.73,0.97,7,0,Free,Mobile,Direct,19
USER08900,27,34.04,0.11,86.34,0.17,6,0,Free,Mobile,Social,70
USER08901,17,83.67,0.61,72.34,1.07,9,0,Free,Mobile,Email,44
USER08902,7,34.39,0.08,93.74,1.4,5,0,Free,Desktop,Direct,61
USER08903,15,37.24,0.18,65.96,0.74,1,0,Silver,Desktop,Social,38
USER08904,18,77.32,0.39,47.96,1.56,5,0,Free,Desktop,Ads,85
USER08905,11,56.53,0.23,67.14,0.87,2,0,Gold,Desktop,Email,58
USER08906,9,64.72,0.28,103.07,0.83,2,0,Silver,Desktop,Direct,18
USER08907,18,26.88,0.28,56.89,0.82,5,0,Gold,Mobile,Direct,42
USER08908,20,34.4,0.22,94.11,2.94,11,1,Free,Desktop,Social,30
USER08909,11,24.21,0.2,81.18,1.95,1,1,Silver,Mobile,Social,37
USER08910,12,61.03,0.34,67.81,0.92,4,0,Silver,Mobile,Social,88
USER08911,14,69.5,0.1,99.64,1.53,3,0,Gold,Desktop,Direct,85
USER08912,13,33.0,0.18,66.88,2.6,2,0,Silver,Mobile,Ads,69
USER08913,17,37.72,0.3,84.63,0.91,2,0,Free,Mobile,Direct,86
USER08914,20,38.59,0.15,112.69,2.79,4,0,Silver,Mobile,Email,66
USER08915,19,14.06,0.29,125.81,0.29,7,0,Silver,Mobile,Ads,12
USER08916,14,31.52,0.26,54.5,1.35,2,0,Silver,Mobile,Ads,41
USER08917,14,60.47,0.26,96.4,0.67,4,1,Silver,Desktop,Ads,63
USER08918,10,27.49,0.22,115.59,0.16,3,0,Platinum,Tablet,Direct,63
USER08919,14,46.86,0.17,122.36,3.33,1,0,Free,Mobile,Ads,0
USER08920,18,18.84,0.41,67.57,1.01,7,0,Free,Desktop,Social,66
USER08921,16,42.12,0.16,56.77,1.17,4,0,Free,Mobile,Email,46
USER08922,11,33.73,0.55,90.09,1.09,4,1,Free,Mobile,Social,89
USER08923,11,20.57,0.18,89.71,1.17,4,1,Free,Mobile,Email,1
USER08924,7,60.81,0.28,42.44,1.32,3,1,Free,Mobile,Social,11
USER08925,12,61.93,0.45,93.55,3.08,4,0,Free,Mobile,Social,59
USER08926,9,25.61,0.45,100.48,4.43,5,0,Free,Mobile,Email,69
USER08927,16,40.68,0.49,85.79,1.45,2,0,Free,Mobile,Social,50
USER08928,15,45.89,0.37,81.63,0.71,4,1,Free,Desktop,Email,36
USER08929,17,8.7,0.3,54.72,1.09,6,0,Free,Mobile,Direct,80
USER08930,13,17.06,0.48,36.1,1.82,2,1,Free,Desktop,Social,89
USER08931,12,70.73,0.13,79.51,1.13,4,0,Free,Mobile,Direct,81
USER08932,15,23.7,0.15,78.74,0.45,4,0,Platinum,Mobile,Social,52
USER08933,14,70.16,0.02,27.09,1.4,5,0,Free,Desktop,Direct,22
USER08934,18,18.09,0.08,87.33,3.29,2,1,Free,Desktop,Email,88
USER08935,16,58.18,0.36,100.38,0.17,10,1,Silver,Desktop,Direct,69
USER08936,17,38.77,0.08,84.78,0.11,1,1,Free,Mobile,Ads,9
USER08937,17,41.58,0.34,99.52,5.54,3,0,Free,Mobile,Ads,47
USER08938,15,82.12,0.36,76.54,2.44,2,0,Silver,Tablet,Ads,69
USER08939,21,19.92,0.42,67.27,0.8,2,1,Silver,Desktop,Ads,81
USER08940,14,56.9,0.51,110.1,0.04,3,1,Silver,Mobile,Email,79
USER08941,20,56.07,0.21,92.36,4.07,2,1,Silver,Mobile,Email,20
USER08942,23,112.09,0.08,46.8,2.37,6,1,Silver,Mobile,Direct,70
USER08943,15,23.46,0.41,42.89,1.4,4,0,Silver,Mobile,Ads,78
USER08944,14,32.48,0.71,112.51,2.36,10,1,Free,Mobile,Email,1
USER08945,22,61.32,0.29,54.79,1.49,3,1,Free,Mobile,Direct,67
USER08946,15,40.99,0.45,63.4,1.68,8,0,Free,Mobile,Ads,10
USER08947,18,35.74,0.26,68.3,3.52,6,0,Free,Mobile,Ads,12
USER08948,13,64.15,0.19,128.29,0.78,4,0,Free,Mobile,Ads,41
USER08949,12,39.67,0.16,16.84,1.13,7,0,Free,Mobile,Direct,68
USER08950,12,27.16,0.24,85.3,2.28,3,0,Free,Desktop,Email,77
USER08951,14,59.52,0.65,121.14,0.47,5,0,Free,Desktop,Social,55
USER08952,14,52.51,0.03,99.49,1.38,8,0,Free,Desktop,Email,66
USER08953,19,38.74,0.04,85.1,0.65,3,0,Platinum,Mobile,Direct,21
USER08954,15,37.79,0.57,49.4,0.08,4,1,Platinum,Desktop,Direct,33
USER08955,21,26.7,0.11,66.63,0.25,4,1,Free,Mobile,Email,30
USER08956,15,59.5,0.44,78.67,0.18,6,1,Free,Mobile,Email,17
USER08957,13,37.8,0.54,69.74,1.19,2,0,Gold,Desktop,Social,48
USER08958,14,29.6,0.5,99.67,0.19,6,1,Silver,Desktop,Ads,81
USER08959,9,19.29,0.25,132.49,1.17,5,1,Gold,Tablet,Direct,52
USER08960,15,52.84,0.46,80.61,1.99,4,1,Gold,Mobile,Direct,53
USER08961,15,34.83,0.12,94.01,1.5,3,0,Silver,Mobile,Ads,60
USER08962,15,4.75,0.22,73.7,2.07,6,0,Platinum,Desktop,Email,7
USER08963,10,20.93,0.45,56.28,1.01,9,1,Silver,Tablet,Direct,82
USER08964,16,40.33,0.61,91.25,2.01,5,0,Free,Tablet,Ads,23
USER08965,16,40.89,0.24,36.81,2.35,3,1,Free,Mobile,Direct,74
USER08966,12,40.13,0.35,90.43,0.43,3,0,Free,Mobile,Email,72
USER08967,18,37.34,0.17,41.76,2.91,1,1,Gold,Desktop,Social,89
USER08968,14,15.48,0.46,100.3,4.13,8,0,Platinum,Tablet,Ads,89
USER08969,9,27.51,0.2,39.85,1.97,5,0,Silver,Tablet,Direct,71
USER08970,6,68.68,0.48,95.19,5.33,1,1,Free,Mobile,Ads,80
USER08971,17,65.72,0.06,124.13,0.1,2,1,Free,Mobile,Social,6
USER08972,16,56.56,0.22,62.91,0.24,4,0,Gold,Mobile,Social,13
USER08973,21,54.79,0.03,58.05,3.5,6,1,Free,Mobile,Email,72
USER08974,20,63.1,0.46,71.53,0.05,5,0,Platinum,Mobile,Direct,10
USER08975,14,22.58,0.22,92.18,1.33,4,0,Free,Mobile,Social,85
USER08976,18,45.66,0.6,26.35,0.47,4,1,Free,Mobile,Email,23
USER08977,12,22.59,0.23,62.81,0.91,1,1,Silver,Tablet,Ads,40
USER08978,13,22.94,0.26,113.46,0.73,4,0,Silver,Mobile,Social,3
USER08979,17,52.36,0.08,77.86,0.31,2,0,Free,Desktop,Email,81
USER08980,10,63.94,0.47,57.3,1.32,2,0,Silver,Desktop,Social,17
USER08981,14,41.12,0.2,62.57,0.34,4,0,Free,Mobile,Ads,9
USER08982,13,77.98,0.28,99.79,0.78,6,1,Free,Desktop,Ads,54
USER08983,9,49.24,0.22,107.12,2.21,3,1,Free,Mobile,Direct,39
USER08984,18,29.46,0.37,90.79,1.66,5,1,Free,Mobile,Direct,30
USER08985,19,23.27,0.48,95.67,1.57,2,1,Free,Tablet,Ads,42
USER08986,14,65.36,0.08,40.48,1.04,4,0,Silver,Mobile,Direct,25
USER08987,17,47.57,0.14,66.88,0.31,2,0,Platinum,Desktop,Ads,67
USER08988,18,58.52,0.54,94.48,0.88,0,1,Free,Mobile,Direct,40
USER08989,9,-8.16,0.28,86.04,0.95,3,1,Free,Mobile,Direct,38
USER08990,17,49.89,0.45,76.94,0.34,5,0,Platinum,Desktop,Ads,16
USER08991,15,34.76,0.16,38.89,1.38,3,1,Silver,Desktop,Social,24
USER08992,16,17.12,0.31,82.0,1.08,2,0,Silver,Desktop,Ads,83
USER08993,18,43.75,0.32,13.46,0.59,3,0,Free,Desktop,Email,76
USER08994,18,66.84,0.45,72.59,0.35,3,0,Free,Tablet,Social,50
USER08995,17,90.32,0.13,67.29,0.23,4,0,Platinum,Mobile,Social,31
USER08996,18,49.84,0.13,39.13,3.19,5,1,Silver,Mobile,Direct,85
USER08997,17,30.82,0.08,73.38,4.2,3,0,Gold,Mobile,Direct,25
USER08998,9,29.61,0.35,38.75,2.56,3,0,Free,Mobile,Ads,61
USER08999,12,64.26,0.16,64.65,1.35,4,0,Platinum,Mobile,Social,67
USER09000,13,25.06,0.15,26.61,4.89,8,1,Silver,Desktop,Ads,7
USER09001,19,57.45,0.44,119.55,0.94,3,1,Silver,Desktop,Social,34
USER09002,14,50.87,0.25,4.24,0.07,5,0,Free,Desktop,Ads,44
USER09003,19,48.66,0.28,87.87,0.7,4,1,Free,Desktop,Ads,52
USER09004,17,13.64,0.1,19.04,0.3,6,1,Silver,Tablet,Ads,20
USER09005,14,37.86,0.01,73.17,1.76,3,0,Silver,Desktop,Social,50
USER09006,8,15.84,0.48,91.83,0.53,6,0,Free,Desktop,Email,17
USER09007,13,33.24,0.1,76.23,0.95,6,0,Free,Mobile,Social,61
USER09008,11,63.34,0.04,69.98,4.09,2,0,Gold,Mobile,Direct,77
USER09009,17,69.62,0.03,43.76,7.34,3,1,Silver,Mobile,Email,67
USER09010,17,49.28,0.2,56.01,1.15,5,0,Gold,Desktop,Direct,73
USER09011,16,33.59,0.52,89.49,0.48,4,0,Free,Mobile,Email,72
USER09012,10,76.76,0.46,52.77,0.87,4,1,Silver,Mobile,Email,43
USER09013,10,33.33,0.12,122.25,3.12,2,1,Platinum,Mobile,Email,81
USER09014,13,22.29,0.61,89.72,0.41,5,0,Free,Mobile,Ads,39
USER09015,13,58.93,0.28,144.41,0.1,6,1,Free,Mobile,Email,7
USER09016,13,54.15,0.15,40.01,2.56,4,1,Free,Mobile,Ads,0
USER09017,17,34.15,0.44,-7.51,1.13,1,0,Gold,Mobile,Direct,50
USER09018,13,47.0,0.31,68.66,3.41,5,0,Free,Desktop,Direct,64
USER09019,14,53.84,0.11,41.03,1.73,4,1,Free,Mobile,Social,64
USER09020,17,49.07,0.16,87.47,0.05,1,0,Free,Mobile,Direct,12
USER09021,12,54.18,0.11,82.96,2.32,4,0,Silver,Mobile,Email,38
USER09022,11,34.89,0.32,108.29,0.32,5,1,Platinum,Mobile,Direct,16
USER09023,7,55.52,0.1,87.88,0.2,2,1,Free,Tablet,Direct,38
USER09024,16,45.35,0.46,29.88,1.24,6,1,Gold,Desktop,Social,26
USER09025,6,35.56,0.47,76.2,0.87,5,0,Free,Desktop,Email,1
USER09026,19,40.08,0.17,103.57,0.54,4,0,Free,Desktop,Social,62
USER09027,11,43.04,0.33,106.7,1.33,5,1,Silver,Desktop,Ads,1
USER09028,15,16.09,0.19,74.71,2.04,3,0,Free,Desktop,Ads,69
USER09029,19,32.27,0.15,67.96,1.02,3,0,Free,Desktop,Ads,48
USER09030,17,46.3,0.36,127.5,2.33,2,0,Gold,Mobile,Direct,28
USER09031,21,17.98,0.2,64.8,0.81,5,1,Free,Desktop,Ads,64
USER09032,12,32.6,0.35,101.79,1.04,4,0,Gold,Mobile,Ads,71
USER09033,14,92.69,0.29,113.84,1.18,2,0,Free,Mobile,Ads,5
USER09034,10,22.41,0.05,113.26,0.57,6,0,Free,Mobile,Social,58
USER09035,13,37.32,0.68,106.27,0.68,3,0,Free,Desktop,Email,77
USER09036,18,28.33,0.08,95.5,1.07,1,0,Free,Mobile,Social,36
USER09037,15,42.66,0.45,71.69,3.22,5,1,Platinum,Mobile,Direct,18
USER09038,12,28.7,0.43,98.15,1.2,6,0,Free,Tablet,Email,49
USER09039,18,40.14,0.15,67.29,0.17,5,0,Gold,Tablet,Ads,87
USER09040,14,30.63,0.19,106.18,1.97,5,1,Platinum,Mobile,Email,50
USER09041,12,66.1,0.13,36.61,1.09,6,0,Free,Mobile,Direct,89
USER09042,10,46.63,0.62,74.29,0.76,4,1,Free,Mobile,Ads,34
USER09043,19,24.94,0.12,54.19,1.76,7,0,Gold,Mobile,Direct,6
USER09044,11,61.82,0.07,22.79,0.27,3,0,Free,Mobile,Email,19
USER09045,18,25.83,0.44,50.81,2.31,4,0,Silver,Mobile,Email,30
USER09046,12,13.72,0.28,18.94,1.89,2,1,Free,Desktop,Social,73
USER09047,14,44.94,0.45,58.75,0.31,3,0,Free,Desktop,Social,76
USER09048,18,83.15,0.18,80.32,2.81,3,1,Platinum,Tablet,Email,14
USER09049,11,8.45,0.54,106.47,0.32,4,0,Free,Desktop,Email,27
USER09050,10,18.38,0.1,61.48,1.7,3,1,Silver,Mobile,Social,35
USER09051,19,60.05,0.14,18.39,0.69,4,1,Gold,Mobile,Social,50
USER09052,9,32.15,0.02,67.38,2.11,10,0,Silver,Mobile,Direct,9
USER09053,26,57.24,0.39,105.77,0.09,4,1,Platinum,Mobile,Social,23
USER09054,17,28.25,0.12,19.35,0.43,6,1,Silver,Desktop,Direct,33
USER09055,15,47.84,0.16,50.03,0.95,2,0,Gold,Mobile,Social,49
USER09056,15,79.89,0.53,69.0,1.88,3,1,Free,Mobile,Social,7
USER09057,14,21.11,0.65,24.12,1.43,5,1,Free,Tablet,Ads,21
USER09058,18,65.48,0.19,52.11,4.62,7,0,Free,Mobile,Email,76
USER09059,16,58.59,0.06,116.01,1.23,4,0,Silver,Mobile,Ads,14
USER09060,10,15.22,0.42,95.5,0.54,6,1,Free,Desktop,Email,59
USER09061,21,56.18,0.38,40.0,0.85,6,0,Free,Desktop,Social,53
USER09062,11,46.46,0.18,98.43,0.12,7,1,Gold,Mobile,Ads,45
USER09063,15,46.82,0.37,82.74,0.19,4,0,Free,Mobile,Ads,79
USER09064,13,51.73,0.11,127.76,1.09,4,0,Free,Mobile,Ads,59
USER09065,8,37.99,0.13,77.7,5.58,2,1,Gold,Mobile,Direct,25
USER09066,15,46.4,0.43,48.02,0.42,3,0,Free,Desktop,Ads,80
USER09067,20,49.83,0.04,36.96,2.25,1,0,Free,Mobile,Direct,50
USER09068,17,59.92,0.34,84.79,0.68,5,1,Silver,Mobile,Social,50
USER09069,14,14.46,0.45,72.17,0.05,4,0,Free,Mobile,Email,86
USER09070,15,70.82,0.23,88.12,0.27,4,0,Gold,Mobile,Social,61
USER09071,15,21.89,0.2,52.63,1.46,4,1,Silver,Mobile,Social,78
USER09072,18,60.23,0.34,94.93,0.39,5,1,Silver,Mobile,Ads,34
USER09073,16,46.59,0.14,110.34,2.86,2,1,Free,Mobile,Ads,36
USER09074,23,19.38,0.28,81.14,0.69,5,0,Free,Mobile,Social,53
USER09075,16,55.56,0.2,104.89,0.38,4,1,Gold,Mobile,Ads,82
USER09076,13,26.09,0.61,83.96,2.26,5,0,Free,Mobile,Ads,68
USER09077,19,66.38,0.26,81.56,0.26,8,0,Free,Desktop,Ads,1
USER09078,18,30.78,0.14,59.8,4.58,4,0,Silver,Desktop,Email,47
USER09079,15,15.1,0.21,111.23,0.41,3,1,Gold,Desktop,Ads,43
USER09080,11,75.68,0.24,57.25,2.53,5,0,Free,Mobile,Social,22
USER09081,14,48.63,0.19,81.81,1.09,8,1,Free,Mobile,Ads,9
USER09082,14,62.34,0.2,46.07,2.02,6,1,Gold,Mobile,Social,0
USER09083,17,27.97,0.21,100.21,0.22,3,0,Free,Desktop,Email,6
USER09084,18,7.16,0.53,69.23,0.35,2,0,Silver,Mobile,Email,26
USER09085,14,78.5,0.13,90.44,0.33,3,0,Free,Desktop,Social,19
USER09086,18,44.87,0.21,37.06,0.22,3,0,Silver,Mobile,Email,82
USER09087,10,54.83,0.15,46.47,0.46,4,1,Free,Desktop,Email,18
USER09088,24,58.13,0.34,51.98,2.75,3,0,Platinum,Mobile,Email,88
USER09089,15,38.29,0.55,82.62,2.07,3,0,Free,Mobile,Email,84
USER09090,17,49.52,0.44,78.81,0.55,4,0,Silver,Mobile,Ads,63
USER09091,18,76.88,0.24,66.32,0.68,4,0,Gold,Desktop,Email,18
USER09092,11,44.35,0.3,53.33,1.99,2,1,Free,Mobile,Ads,10
USER09093,9,63.84,0.54,35.68,2.6,4,0,Silver,Tablet,Direct,7
USER09094,16,5.18,0.4,93.96,0.83,3,1,Silver,Mobile,Email,80
USER09095,19,67.48,0.29,44.44,2.02,6,1,Gold,Mobile,Social,37
USER09096,10,14.56,0.19,87.26,1.26,4,1,Silver,Mobile,Social,19
USER09097,11,65.19,0.57,29.84,7.27,1,1,Free,Desktop,Email,49
USER09098,14,52.81,0.18,76.8,1.76,2,0,Silver,Tablet,Email,55
USER09099,12,43.08,0.05,112.24,2.01,5,1,Platinum,Mobile,Social,50
USER09100,15,43.01,0.24,87.66,2.78,7,0,Free,Mobile,Social,51
USER09101,20,39.95,0.16,77.53,0.23,2,0,Free,Desktop,Ads,3
USER09102,11,28.59,0.18,105.86,0.69,8,0,Free,Desktop,Direct,75
USER09103,18,40.88,0.23,56.24,1.01,6,0,Silver,Desktop,Social,86
USER09104,15,89.16,0.39,53.95,0.25,5,0,Free,Mobile,Email,77
USER09105,17,71.05,0.47,85.17,0.67,4,1,Free,Mobile,Direct,56
USER09106,15,27.58,0.06,62.72,1.74,7,1,Free,Tablet,Ads,53
USER09107,13,50.35,0.69,53.25,0.43,5,0,Silver,Tablet,Ads,61
USER09108,23,46.92,0.14,35.18,0.99,5,1,Silver,Mobile,Social,39
USER09109,16,42.15,0.29,43.26,0.22,4,1,Free,Mobile,Direct,25
USER09110,11,24.94,0.21,100.58,0.18,3,0,Silver,Mobile,Email,20
USER09111,18,53.92,0.25,99.69,0.69,3,0,Free,Mobile,Ads,22
USER09112,19,61.92,0.16,151.65,1.95,6,1,Free,Desktop,Social,72
USER09113,17,28.32,0.68,107.56,1.12,2,0,Silver,Desktop,Direct,38
USER09114,18,84.11,0.48,85.71,1.48,1,0,Silver,Desktop,Direct,52
USER09115,16,75.44,0.63,102.76,0.77,5,0,Silver,Mobile,Social,71
USER09116,10,55.96,0.17,42.99,1.32,5,1,Free,Mobile,Ads,76
USER09117,8,20.37,0.31,91.19,0.99,1,0,Free,Desktop,Ads,76
USER09118,20,53.03,0.33,71.0,0.76,5,1,Platinum,Desktop,Ads,8
USER09119,8,50.64,0.26,142.72,0.04,6,1,Free,Desktop,Direct,32
USER09120,18,55.26,0.15,111.99,2.8,3,1,Free,Desktop,Direct,4
USER09121,12,76.81,0.22,102.03,4.56,7,0,Silver,Mobile,Ads,45
USER09122,14,41.48,0.23,47.34,1.13,1,1,Free,Desktop,Direct,85
USER09123,13,85.96,0.38,176.08,0.89,5,0,Silver,Desktop,Direct,38
USER09124,16,53.13,0.05,69.2,2.17,4,0,Free,Mobile,Ads,62
USER09125,17,39.19,0.19,56.7,0.02,3,1,Silver,Mobile,Ads,21
USER09126,22,92.99,0.34,102.96,0.22,4,1,Gold,Mobile,Email,7
USER09127,18,61.6,0.02,30.91,0.49,4,0,Silver,Mobile,Direct,39
USER09128,15,35.91,0.09,47.42,0.13,7,0,Free,Desktop,Direct,77
USER09129,10,46.68,0.03,51.91,0.07,7,1,Free,Tablet,Direct,14
USER09130,16,57.7,0.35,83.52,4.19,4,1,Free,Desktop,Email,27
USER09131,15,41.98,0.31,84.04,0.31,3,0,Free,Mobile,Email,38
USER09132,17,47.68,0.07,56.7,1.35,3,0,Free,Tablet,Social,9
USER09133,14,28.66,0.56,67.42,1.16,4,0,Free,Mobile,Social,48
USER09134,9,11.3,0.5,-16.41,0.51,2,1,Silver,Tablet,Direct,85
USER09135,14,47.13,0.24,70.48,1.56,3,0,Free,Mobile,Direct,64
USER09136,10,47.8,0.04,79.09,0.59,3,0,Silver,Mobile,Social,72
USER09137,16,55.54,0.37,107.25,0.92,3,1,Silver,Mobile,Ads,39
USER09138,15,33.48,0.39,74.22,0.72,4,0,Free,Mobile,Ads,20
USER09139,19,18.19,0.29,95.84,3.62,6,0,Free,Mobile,Social,4
USER09140,14,25.69,0.22,67.47,4.0,5,0,Gold,Tablet,Direct,58
USER09141,14,66.11,0.14,137.12,0.7,4,0,Silver,Mobile,Direct,60
USER09142,17,31.67,0.14,77.6,0.43,2,0,Free,Mobile,Email,70
USER09143,11,36.16,0.27,76.9,2.0,4,0,Free,Desktop,Email,18
USER09144,21,38.75,0.69,47.63,0.57,3,0,Free,Mobile,Ads,42
USER09145,26,32.61,0.22,103.09,0.98,4,1,Platinum,Desktop,Direct,11
USER09146,21,31.14,0.09,87.67,1.18,2,1,Free,Mobile,Email,11
USER09147,12,27.58,0.16,110.58,6.51,2,0,Free,Desktop,Social,66
USER09148,10,73.01,0.31,61.42,0.72,3,0,Gold,Mobile,Social,61
USER09149,29,58.6,0.09,80.73,0.79,5,0,Silver,Tablet,Email,2
USER09150,14,69.96,0.21,120.26,0.11,7,0,Free,Mobile,Ads,3
USER09151,18,73.99,0.16,135.57,1.63,2,0,Gold,Mobile,Direct,23
USER09152,12,-2.0,0.18,109.91,0.32,3,0,Silver,Mobile,Email,74
USER09153,16,51.87,0.44,95.78,1.43,4,0,Free,Mobile,Direct,69
USER09154,15,33.28,0.38,41.57,0.42,2,1,Free,Mobile,Ads,55
USER09155,16,67.34,0.19,65.76,4.34,4,0,Gold,Desktop,Social,47
USER09156,10,30.17,0.48,11.73,0.13,6,0,Free,Mobile,Email,23
USER09157,11,23.92,0.27,92.56,3.98,9,1,Silver,Mobile,Ads,11
USER09158,16,16.32,0.14,70.59,1.2,2,1,Free,Desktop,Ads,28
USER09159,12,38.95,0.59,94.99,4.15,3,0,Free,Mobile,Social,9
